collection,id,original_tokens,summary_tokens,compression_ratio,labels
case,C2912,4924,576,0.11697806661251016,"labor_law,administrative_law,contract_law,service_law"
case,C2913,1258,353,0.28060413354531,"civil_procedure,constitutional_law,statutory_interpretation,service_law"
case,C2914,7258,360,0.049600440892807934,"criminal_law,statutory_interpretation"
statute,S1,392,386,0.9846938775510204,"administrative_law,writ_jurisdiction,constitutional_law"
statute,S2,43,37,0.8604651162790697,"statutory_interpretation,criminal_law"
statute,S3,27,24,0.8888888888888888,other
statute,S4,85,85,1.0,"civil_procedure,administrative_law,criminal_law"
statute,S5,136,127,0.9338235294117647,"constitutional_law,writ_jurisdiction"
statute,S6,60,60,1.0,"statutory_interpretation,criminal_law"
statute,S7,627,291,0.46411483253588515,"statutory_interpretation,constitutional_law,administrative_law"
statute,S8,278,165,0.5935251798561151,"statutory_interpretation,constitutional_law"
statute,S9,24,24,1.0,other
statute,S10,437,197,0.45080091533180777,"statutory_interpretation,service_law,constitutional_law,administrative_law"
statute,S11,79,79,1.0,criminal_law
statute,S12,127,124,0.9763779527559056,"criminal_law,statutory_interpretation"
statute,S13,368,145,0.39402173913043476,"statutory_interpretation,criminal_law"
statute,S14,351,311,0.886039886039886,"administrative_law,property_law,statutory_interpretation"
statute,S15,54,54,1.0,criminal_law
statute,S16,190,181,0.9526315789473684,"service_law,statutory_interpretation,constitutional_law,labor_law"
statute,S17,207,150,0.7246376811594203,"civil_procedure,constitutional_law,statutory_interpretation"
statute,S18,175,160,0.9142857142857143,"civil_procedure,statutory_interpretation"
statute,S19,48,48,1.0,statutory_interpretation
statute,S20,80,80,1.0,property_law
statute,S21,31,28,0.9032258064516129,other
statute,S22,443,326,0.7358916478555305,"statutory_interpretation,civil_procedure,administrative_law,constitutional_law"
statute,S23,59,59,1.0,other
statute,S24,124,124,1.0,"statutory_interpretation,criminal_law"
statute,S25,150,150,1.0,statutory_interpretation
statute,S26,279,224,0.8028673835125448,"criminal_law,evidence_law,statutory_interpretation"
statute,S27,378,261,0.6904761904761905,"criminal_law,statutory_interpretation"
statute,S28,592,378,0.6385135135135135,"criminal_law,administrative_law,statutory_interpretation"
statute,S29,248,194,0.782258064516129,"criminal_law,statutory_interpretation,evidence_law"
statute,S30,49,48,0.9795918367346939,administrative_law
statute,S31,663,309,0.4660633484162896,"statutory_interpretation,administrative_law,constitutional_law,labor_law"
statute,S33,185,185,1.0,"statutory_interpretation,criminal_law"
statute,S34,154,151,0.9805194805194806,statutory_interpretation
statute,S35,1374,467,0.3398835516739447,"statutory_interpretation,property_law,administrative_law"
statute,S36,140,123,0.8785714285714286,statutory_interpretation
statute,S37,324,313,0.9660493827160493,statutory_interpretation
statute,S38,223,180,0.8071748878923767,"civil_procedure,statutory_interpretation"
statute,S39,440,358,0.8136363636363636,"administrative_law,statutory_interpretation,criminal_law,property_law"
statute,S40,69,66,0.9565217391304348,statutory_interpretation
statute,S41,133,80,0.6015037593984962,statutory_interpretation
statute,S42,2301,361,0.1568883094306823,"statutory_interpretation,administrative_law,labor_law"
statute,S43,1203,291,0.24189526184538654,"criminal_law,administrative_law,statutory_interpretation"
statute,S44,96,89,0.9270833333333334,"criminal_law,administrative_law,statutory_interpretation,evidence_law"
statute,S45,289,216,0.7474048442906575,"statutory_interpretation,constitutional_law,administrative_law"
statute,S46,193,190,0.9844559585492227,"statutory_interpretation,constitutional_law"
statute,S47,102,102,1.0,"civil_procedure,statutory_interpretation"
statute,S48,154,149,0.9675324675324676,"statutory_interpretation,writ_jurisdiction"
statute,S49,144,141,0.9791666666666666,"statutory_interpretation,property_law,administrative_law"
statute,S50,29,29,1.0,other
statute,S51,149,146,0.9798657718120806,"statutory_interpretation,criminal_law"
statute,S52,110,107,0.9727272727272728,"statutory_interpretation,administrative_law,contract_law,criminal_law"
statute,S53,35,35,1.0,"contract_law,criminal_law"
statute,S54,193,140,0.7253886010362695,"criminal_law,statutory_interpretation,property_law"
statute,S55,226,154,0.6814159292035398,"statutory_interpretation,administrative_law,civil_procedure,property_law"
statute,S56,788,470,0.5964467005076142,"statutory_interpretation,property_law,administrative_law"
statute,S57,2063,495,0.23994183228308288,"statutory_interpretation,civil_procedure"
statute,S59,302,252,0.8344370860927153,"statutory_interpretation,constitutional_law,labor_law"
statute,S60,282,117,0.4148936170212766,"statutory_interpretation,constitutional_law"
statute,S61,210,162,0.7714285714285715,"constitutional_law,statutory_interpretation,administrative_law"
statute,S62,246,98,0.3983739837398374,"statutory_interpretation,criminal_law,evidence_law"
statute,S63,39,36,0.9230769230769231,administrative_law
statute,S64,44,44,1.0,statutory_interpretation
statute,S65,1591,427,0.26838466373350095,"statutory_interpretation,contract_law,service_law"
statute,S66,479,295,0.615866388308977,"property_law,statutory_interpretation,contract_law"
statute,S67,4941,391,0.0791337785873305,"statutory_interpretation,labor_law,administrative_law,service_law"
statute,S68,38,38,1.0,other
statute,S69,220,207,0.9409090909090909,"criminal_law,constitutional_law,statutory_interpretation,civil_procedure"
statute,S70,176,176,1.0,civil_procedure
statute,S71,235,106,0.451063829787234,"statutory_interpretation,constitutional_law,civil_procedure,criminal_law"
statute,S72,161,158,0.9813664596273292,"statutory_interpretation,property_law"
statute,S73,123,123,1.0,constitutional_law
statute,S74,196,181,0.923469387755102,"statutory_interpretation,administrative_law,labor_law,service_law"
statute,S75,186,183,0.9838709677419355,statutory_interpretation
statute,S76,37,37,1.0,other
statute,S77,261,48,0.1839080459770115,"statutory_interpretation,constitutional_law,tax_law"
statute,S78,47,47,1.0,other
statute,S79,26,26,1.0,other
statute,S80,39,39,1.0,other
statute,S81,137,137,1.0,"criminal_law,constitutional_law,civil_procedure,administrative_law"
statute,S82,4497,468,0.10406937958639093,"statutory_interpretation,administrative_law"
statute,S83,264,211,0.7992424242424242,"statutory_interpretation,criminal_law"
statute,S84,275,258,0.9381818181818182,"statutory_interpretation,constitutional_law"
statute,S85,75,75,1.0,constitutional_law
statute,S86,195,78,0.4,statutory_interpretation
statute,S87,2999,448,0.14938312770923642,"statutory_interpretation,administrative_law,constitutional_law,property_law"
statute,S88,74,74,1.0,other
statute,S89,325,234,0.72,"civil_procedure,statutory_interpretation"
statute,S90,140,140,1.0,"contract_law,civil_procedure"
statute,S91,93,93,1.0,"constitutional_law,labor_law"
statute,S92,172,87,0.5058139534883721,"statutory_interpretation,criminal_law"
statute,S93,268,189,0.7052238805970149,"contract_law,civil_procedure,statutory_interpretation"
statute,S94,298,166,0.5570469798657718,"evidence_law,statutory_interpretation,administrative_law"
statute,S95,412,225,0.5461165048543689,"administrative_law,statutory_interpretation"
statute,S96,173,141,0.815028901734104,"administrative_law,constitutional_law"
statute,S97,1450,453,0.3124137931034483,"constitutional_law,tax_law,statutory_interpretation,property_law"
statute,S98,338,311,0.9201183431952663,"statutory_interpretation,administrative_law"
statute,S99,385,364,0.9454545454545454,"administrative_law,statutory_interpretation,constitutional_law"
statute,S100,136,97,0.7132352941176471,"statutory_interpretation,constitutional_law,service_law"
statute,S101,75,75,1.0,"contract_law,statutory_interpretation"
statute,S102,445,347,0.7797752808988764,"property_law,statutory_interpretation"
statute,S103,63,63,1.0,"property_law,statutory_interpretation,administrative_law"
statute,S104,682,317,0.46480938416422285,"criminal_law,statutory_interpretation,administrative_law,evidence_law"
statute,S105,258,240,0.9302325581395349,"property_law,statutory_interpretation"
statute,S106,168,104,0.6190476190476191,"property_law,statutory_interpretation,constitutional_law"
statute,S107,32,31,0.96875,other
statute,S108,163,163,1.0,"statutory_interpretation,family_law,administrative_law,criminal_law"
statute,S109,754,413,0.5477453580901857,"statutory_interpretation,labor_law,administrative_law,service_law"
statute,S110,29,26,0.896551724137931,other
statute,S111,108,108,1.0,"service_law,civil_procedure,constitutional_law"
statute,S112,54,54,1.0,statutory_interpretation
statute,S113,193,141,0.7305699481865285,"statutory_interpretation,administrative_law,constitutional_law"
statute,S114,27,27,1.0,labor_law
statute,S115,820,438,0.5341463414634147,"statutory_interpretation,criminal_law,evidence_law"
statute,S116,174,160,0.9195402298850575,"criminal_law,statutory_interpretation,administrative_law"
statute,S117,54,48,0.8888888888888888,statutory_interpretation
statute,S118,49,49,1.0,other
statute,S119,80,80,1.0,"statutory_interpretation,contract_law,criminal_law"
statute,S120,656,350,0.5335365853658537,"constitutional_law,property_law,statutory_interpretation"
statute,S121,42,39,0.9285714285714286,"statutory_interpretation,administrative_law,property_law,constitutional_law"
statute,S122,22,22,1.0,"administrative_law,tax_law"
statute,S123,96,96,1.0,"contract_law,civil_procedure,evidence_law"
statute,S124,106,106,1.0,"statutory_interpretation,criminal_law,writ_jurisdiction"
statute,S125,29,26,0.896551724137931,other
statute,S126,411,204,0.49635036496350365,"civil_procedure,statutory_interpretation"
statute,S127,58,58,1.0,"statutory_interpretation,administrative_law,service_law"
statute,S128,1461,390,0.2669404517453799,"property_law,statutory_interpretation,administrative_law,service_law"
statute,S129,60,60,1.0,other
statute,S130,75,75,1.0,constitutional_law
statute,S131,52,52,1.0,"criminal_law,statutory_interpretation"
statute,S132,121,92,0.7603305785123967,statutory_interpretation
statute,S133,126,102,0.8095238095238095,"statutory_interpretation,administrative_law"
statute,S134,1303,526,0.4036838066001535,"statutory_interpretation,criminal_law,constitutional_law"
statute,S135,623,163,0.26163723916532905,"constitutional_law,statutory_interpretation,administrative_law"
statute,S136,49,46,0.9387755102040817,other
statute,S137,1908,414,0.2169811320754717,"statutory_interpretation,property_law,civil_procedure,contract_law"
statute,S138,189,179,0.9470899470899471,"property_law,statutory_interpretation,civil_procedure,family_law"
statute,S139,712,378,0.5308988764044944,"statutory_interpretation,property_law,administrative_law"
statute,S140,935,467,0.4994652406417112,"statutory_interpretation,administrative_law,civil_procedure"
statute,S141,102,66,0.6470588235294118,"statutory_interpretation,criminal_law"
statute,S142,85,85,1.0,"civil_procedure,property_law"
statute,S143,1036,439,0.42374517374517373,"statutory_interpretation,family_law,civil_procedure"
statute,S144,1175,468,0.3982978723404255,"statutory_interpretation,administrative_law,criminal_law,constitutional_law"
statute,S145,837,392,0.46833930704898447,"administrative_law,statutory_interpretation,tax_law"
statute,S146,561,332,0.5918003565062389,"statutory_interpretation,criminal_law,administrative_law"
statute,S147,659,406,0.6160849772382397,"statutory_interpretation,constitutional_law,civil_procedure"
statute,S148,150,141,0.94,"statutory_interpretation,constitutional_law,writ_jurisdiction"
statute,S149,829,415,0.5006031363088058,"criminal_law,statutory_interpretation"
statute,S150,474,223,0.4704641350210971,"statutory_interpretation,administrative_law"
statute,S151,390,229,0.5871794871794872,"statutory_interpretation,civil_procedure"
statute,S152,203,203,1.0,"statutory_interpretation,criminal_law,property_law"
statute,S153,63,63,1.0,criminal_law
statute,S154,225,212,0.9422222222222222,"statutory_interpretation,evidence_law,civil_procedure"
statute,S155,38,38,1.0,criminal_law
statute,S156,307,307,1.0,"statutory_interpretation,evidence_law,criminal_law"
statute,S157,1035,393,0.37971014492753624,"administrative_law,statutory_interpretation"
statute,S158,150,150,1.0,"contract_law,administrative_law"
statute,S159,835,404,0.48383233532934133,"statutory_interpretation,contract_law,administrative_law"
statute,S160,66,66,1.0,criminal_law
statute,S161,202,152,0.7524752475247525,"criminal_law,statutory_interpretation,evidence_law,contract_law"
statute,S163,631,329,0.5213946117274167,"statutory_interpretation,administrative_law,family_law"
statute,S164,698,426,0.6103151862464183,"statutory_interpretation,criminal_law,tax_law"
statute,S165,190,183,0.9631578947368421,"statutory_interpretation,property_law,criminal_law"
statute,S166,241,241,1.0,"contract_law,service_law,statutory_interpretation"
statute,S167,257,256,0.9961089494163424,"statutory_interpretation,evidence_law,criminal_law"
statute,S168,240,205,0.8541666666666666,statutory_interpretation
statute,S169,813,403,0.4956949569495695,"statutory_interpretation,labor_law,administrative_law"
statute,S170,1889,470,0.24880889359449443,"statutory_interpretation,family_law,criminal_law"
statute,S171,272,177,0.6507352941176471,"civil_procedure,statutory_interpretation,property_law"
statute,S172,396,248,0.6262626262626263,"statutory_interpretation,evidence_law,administrative_law,criminal_law"
statute,S173,40,36,0.9,"statutory_interpretation,civil_procedure"
statute,S174,117,117,1.0,"civil_procedure,service_law"
statute,S175,79,79,1.0,"administrative_law,writ_jurisdiction"
statute,S176,73,73,1.0,statutory_interpretation
statute,S177,779,400,0.5134788189987163,"statutory_interpretation,property_law,administrative_law,civil_procedure"
statute,S178,36,36,1.0,other
statute,S179,319,221,0.6927899686520376,"administrative_law,statutory_interpretation,criminal_law"
statute,S180,57,57,1.0,service_law
